"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","real_base_freq","GMM_pro","GMM_mean","GMM_num_class","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-5034","MIX{TPM3u+FO,TPM2+FO}+G","G4",-9040.6797,-8362.6622,"TPM3u{1.84999,3.7785}+FO{0.35233,0.15634,0.154816,0.336515};TPM2{0.14752,4.26057}+FQ",18329.3594,18354.5626,18975.5924,"Mixture",1355,63,0.459778597785978,"33.87%",829,"0.1306;0.0718;0.0632;0.1272;0.6071","0.1781;0.2243;0.1592;0.0823;0.3561","0.0674;0.268;0.5179;0.6056;0.7678",5,90,0.7895,4.4941,0.6003,19,8.1287,NA,"3.0183","1.3106","0.4342","0","0","0.0134","0.0255","0.033","0.338"
"One_class","UCE-5034","TPM3u+F+G4","G4",-9053.1275,-8362.6622,"TPM3u{1.4774,4.3513,1,1.4774,4.3513,1}+F{0.3311,0.1832,0.163,0.3226}",18348.255,18372.1999,18978.8534,"Mixture",1355,63,0.459778597785978,"33.87%",829,"0.1306;0.0718;0.0632;0.1272;0.6071","0.1781;0.2243;0.1592;0.0823;0.3561","0.0674;0.268;0.5179;0.6056;0.7678",5,94,0.8246,4.5212,0.5914,24,8.4914,NA,"2.9524","1.2743","0.4316","0","0","0.0129","0.026","0.0326","0.3526"
"Mixture","UCE-5039","MIX{TVM+FO,K80+FO,JC+FO}+R2","R2",-8259.7319,-7329.2225,"TVM{0.771351,1.38517,0.170325,2.50278}+FO{0.347012,0.128657,0.146272,0.378059};K2P{11.8195}+FQ;JC",16781.4638,16811.0227,17458.9508,"Mixture",1302,61,0.466205837173579,"28.49%",693,"0.1373;0.0674;0.0672;0.131;0.5971","0.2058;0.1151;0.0605;0.4096;0.1434;0.0655","0.0754;0.2769;0.5539;0.554;0.7699;0.9454",6,92,0.7797,4.5924,1.0778,19,9.4674,NA,"4.3976","1.0748","0.2444","0","0","0.0113","0.0316","0.0307","0.8823"
"One_class","UCE-5039","TVM+F+R2","R2",-8296.2243,-7329.2225,"TVM{0.7434,2.4286,0.3588,1.6182,2.4286,1}+F{0.3394,0.1685,0.1681,0.3239}",16848.4486,16876.602,17510.4207,"Mixture",1302,61,0.466205837173579,"28.49%",693,"0.1373;0.0674;0.0672;0.131;0.5971","0.2058;0.1151;0.0605;0.4096;0.1434;0.0655","0.0754;0.2769;0.5539;0.554;0.7699;0.9454",6,98,0.8305,4.2883,0.8751,21,9.0745,NA,"3.7889","0.9235","0.2437","0","0","0.0124","0.0366","0.0328","1.1111"
"Mixture","UCE-5050","MIX{K2P,JC+FO}+I+G","I+G4",-11798.2228,-10836.4943,"K2P{5.40815}+FQ;JC",23670.4455,23672.1487,23871.4255,"Mixture",1689,18,0.367673179396092,"39.43%",1144,"0.1733;0.1442;0.1542;0.1757;0.3525","0.1325;0.2326;0.1492;0.12;0.0952;0.1079;0.085;0.0501;0.0275","0.0056;0.2567;0.498;0.6949;0.8637;1.021;1.2248;1.4322;1.6927",9,14,0.4375,1.6421,0.6033,3,2.6097,NA,"3.618","1.2439","0.3438","0","0.0153","0.0423","0.1029","0.1644","0.7055"
"One_class","UCE-5050","K2P+I+G4","I+G4",-11807.7925,-10836.4943,"K2P{1,3.4561,1,1,3.4561,1}+I{0.25,0.25,0.25,0.25}",23687.585,23689.1976,23883.1331,"Mixture",1689,18,0.367673179396092,"39.43%",1144,"0.1733;0.1442;0.1542;0.1757;0.3525","0.1325;0.2326;0.1492;0.12;0.0952;0.1079;0.085;0.0501;0.0275","0.0056;0.2567;0.498;0.6949;0.8637;1.021;1.2248;1.4322;1.6927",9,14,0.4375,1.5837,0.5509,3,2.2842,NA,"3.4975","1.1941","0.3414","0","0.0153","0.0426","0.1064","0.169","0.7515"
"Mixture","UCE-5041","HKY+FO+I+G4","I+G4",-10169.3203,-8993.1239,"HKY{1,3.7108,1,1,3.7108,1}+FO{0.2822,0.1938,0.2071,0.3169}",20588.6406,20613.0214,21245.7659,"Mixture",1418,61,0.383638928067701,"37.31%",982,"0.1146;0.0619;0.0655;0.1268;0.6314","0.1913;0.1337;0.4088;0.2559;0.0103","0.0768;0.2613;0.561;0.8082;1.1079",5,86,0.7288,4.3365,0.7124,19,7.9972,NA,"4.3077","1.4314","0.3323","0","0","0.0149","0.0345","0.042","0.7583"
"One_class","UCE-5041","TPM2u+F+I+G4","I+G4",-10181.1087,-8993.1239,"TPM2u{0.6647,3.0433,0.6647,1,3.0433,1}+F{0.3092,0.1699,0.1794,0.3415}",20614.2174,20639.0075,21276.5998,"Mixture",1418,61,0.383638928067701,"37.31%",982,"0.1146;0.0619;0.0655;0.1268;0.6314","0.1913;0.1337;0.4088;0.2559;0.0103","0.0768;0.2613;0.561;0.8082;1.1079",5,88,0.7458,4.3332,0.6716,19,7.8229,NA,"4.1373","1.3828","0.3342","0","0","0.0156","0.0359","0.0439","0.81"
"Mixture","UCE-5053","HKY+FO+G4","G4",-7629.2086,-8781.4874,"HKY{1,2.9169,1,1,2.9169,1}+FO{0.3139,0.1814,0.2024,0.3023}",15434.4173,15445.7927,15899.9631,"Mixture",1466,43,0.470668485675307,"28.31%",801,"0.0849;0.0518;0.065;0.0815;0.7169","0.1139;0.2067;0.3901;0.2865;0.0029","0.1359;0.1359;0.4812;0.6855;1.2754",5,44,0.5366,2.8111,0.426,11,4.0059,NA,"2.775","1.4182","0.5111","0","0","0.0194","0.0332","0.0428","0.3488"
"One_class","UCE-5053","HKY+F+G4","G4",-7637.5973,-8781.4874,"HKY{1,2.8485,1,1,2.8485,1}+F{0.2962,0.1876,0.2309,0.2853}",15451.1946,15462.57,15916.7403,"Mixture",1466,43,0.470668485675307,"28.31%",801,"0.0849;0.0518;0.065;0.0815;0.7169","0.1139;0.2067;0.3901;0.2865;0.0029","0.1359;0.1359;0.4812;0.6855;1.2754",5,48,0.5854,2.8128,0.4262,11,3.9594,NA,"2.7894","1.4244","0.5106","0","0","0.0194","0.033","0.0426","0.3487"
"Mixture","UCE-5065","TNe+I+G4","I+G4",-12122.7942,-10881.6854,"TNe{1,3.5105,1,1,2.8114,1}+I{0.25,0.25,0.25,0.25}",24379.5884,24385.6188,24739.013,"Mixture",1579,33,0.229892336922103,"49.15%",1300,"0.0911;0.0784;0.0805;0.0913;0.6586","0.0843;0.098;0.1037;0.1201;0.1444;0.1482;0.1366;0.1177;0.047","0.0016;0.1757;0.3303;0.504;0.6722;0.8116;0.9233;1.0363;1.1817",9,34,0.5484,3.3176,0.6483,8,9.4607,NA,"5.4057","2.3688","0.4382","0","0.0161","0.0339","0.0843","0.0926","0.5315"
"One_class","UCE-5065","K2P+I+G4","I+G4",-12126.6522,-10881.6854,"K2P{1,3.1593,1,1,3.1593,1}+I{0.25,0.25,0.25,0.25}",24385.3043,24391.1535,24739.3644,"Mixture",1579,33,0.229892336922103,"49.15%",1300,"0.0911;0.0784;0.0805;0.0913;0.6586","0.0843;0.098;0.1037;0.1201;0.1444;0.1482;0.1366;0.1177;0.047","0.0016;0.1757;0.3303;0.504;0.6722;0.8116;0.9233;1.0363;1.1817",9,32,0.5161,3.3047,0.6453,9,9.4429,NA,"5.3958","2.3692","0.4391","0","0.016","0.0339","0.0845","0.0924","0.5329"
"Mixture","UCE-5064","MIX{TPM3u+FO,JC+FO,K80+FO}+I+G","I+G4",-8050.7513,-8612.6715,"TPM3u{2.22719,4.69447}+FO{0.28928,0.141995,0.136708,0.432017};JC;K2P{13.7846}+FQ",16351.5027,16375.6406,17009.7688,"Mixture",1431,59,0.521313766596785,"27.60%",779,"0.1114;0.0759;0.0578;0.1528;0.6021","0.093;0.1796;0.1451;0.0291;0.2444;0.1545;0.1134;0.0409","0.0891;0.0891;0.2321;0.3723;0.5348;0.6784;0.8324;0.9795",8,100,0.8772,3.8811,0.5045,22,9.43,NA,"2.4159","0.893","0.3696","0","0","0.0088","0.0202","0.0235","0.3439"
"One_class","UCE-5064","TIM+F+I+G4","I+G4",-8058.928,-8612.6715,"TIM{1,3.5732,0.6665,0.6665,2.5697,1}+F{0.2795,0.1917,0.147,0.3818}",16363.8561,16387.195,17011.5899,"Mixture",1431,59,0.521313766596785,"27.60%",779,"0.1114;0.0759;0.0578;0.1528;0.6021","0.093;0.1796;0.1451;0.0291;0.2444;0.1545;0.1134;0.0409","0.0891;0.0891;0.2321;0.3723;0.5348;0.6784;0.8324;0.9795",8,100,0.8772,3.8555,0.4993,22,9.4767,NA,"2.3456","0.8651","0.3688","0","0","0.0089","0.0208","0.0239","0.3716"
"Mixture","UCE-5052","K3Pu+FO+I+G4","I+G4",-11651.8269,-10260.4793,"K3Pu{1,2.3939,0.6894,0.6894,2.3939,1}+FO{0.301,0.2194,0.1878,0.2918}",23503.6538,23517.4046,24039.5368,"Mixture",1570,48,0.388535031847134,"39.30%",1099,"0.1114;0.0618;0.0518;0.1006;0.6745","0.204;0.1119;0.0666;0.2503;0.2395;0.1263;0.0013","0.0721;0.2095;0.3193;0.5413;0.7525;0.9385;1.4121",7,84,0.9333,5.5636,0.8253,18,10.7719,NA,"5.7574","2.4073","0.4181","0","0","0.0302","0.0587","0.0801","0.4811"
"One_class","UCE-5052","TPM2u+F+I+G4","I+G4",-11672.2899,-10260.4793,"TPM2u{0.5832,2.0913,0.5832,1,2.0913,1}+F{0.3382,0.1925,0.1629,0.3064}",23544.5799,23558.3307,24080.463,"Mixture",1570,48,0.388535031847134,"39.30%",1099,"0.1114;0.0618;0.0518;0.1006;0.6745","0.204;0.1119;0.0666;0.2503;0.2395;0.1263;0.0013","0.0721;0.2095;0.3193;0.5413;0.7525;0.9385;1.4121",7,82,0.9111,5.4456,0.8105,17,9.9301,NA,"5.4564","2.2303","0.4087","0","0","0.0327","0.0619","0.0779","0.487"
"Mixture","UCE-5063","MIX{TPM3u+FO,JC+FO,K80+FO}+G","G4",-9630.5877,-9181.4629,"TPM3u{1.9368,3.87361}+FO{0.236955,0.213478,0.148498,0.401068};JC;K2P{21.3804}+FQ",19429.1754,19439.864,19870.9412,"Mixture",1421,39,0.294862772695285,"40.96%",1003,"0.0792;0.0695;0.0549;0.1094;0.687","0.0943;0.1154;0.0766;0.1734;0.1797;0.2187;0.11;0.0319","6e-04;0.1556;0.3327;0.4891;0.6192;0.7259;0.8379;0.9532",8,50,0.6757,3.4731,0.6021,12,6.8948,NA,"4.6406","1.5716","0.3387","0","0","0.0265","0.0552","0.0557","0.4809"
"One_class","UCE-5063","TPM3u+F+G4","G4",-9653.1043,-9181.4629,"TPM3u{1.5358,4.0916,1,1.5358,4.0916,1}+F{0.253,0.2235,0.179,0.3445}",19468.2087,19478.1295,19894.1971,"Mixture",1421,39,0.294862772695285,"40.96%",1003,"0.0792;0.0695;0.0549;0.1094;0.687","0.0943;0.1154;0.0766;0.1734;0.1797;0.2187;0.11;0.0319","6e-04;0.1556;0.3327;0.4891;0.6192;0.7259;0.8379;0.9532",8,48,0.6486,3.1639,0.5112,12,5.7773,NA,"4.1981","1.4138","0.3368","0","0","0.0293","0.0611","0.0591","0.557"
"Mixture","UCE-5048","TPM3u+FO+I+G4","I+G4",-10036.5642,-9530.8546,"TPM3u{1.4023,4.1302,1,1.4023,4.1302,1}+FO{0.3221,0.1583,0.1968,0.3228}",20353.1284,20383.1056,21093.0033,"Mixture",1458,68,0.414951989026063,"34.71%",1010,"0.13;0.0551;0.0684;0.1151;0.6314","0.3127;0.1348;0.2615;0.2338;0.0573","0.1177;0.3099;0.5529;0.7457;0.9227",5,104,0.7879,4.8305,0.538,22,7.6099,NA,"3.7485","1.1986","0.3198","0","0","0.0098","0.0278","0.0302","0.4022"
"One_class","UCE-5048","TPM3u+F+I+G4","I+G4",-10042.4248,-9530.8546,"TPM3u{1.3957,4.1643,1,1.3957,4.1643,1}+F{0.3501,0.1519,0.1873,0.3108}",20364.8495,20394.8268,21104.7245,"Mixture",1458,68,0.414951989026063,"34.71%",1010,"0.13;0.0551;0.0684;0.1151;0.6314","0.3127;0.1348;0.2615;0.2338;0.0573","0.1177;0.3099;0.5529;0.7457;0.9227",5,110,0.8333,4.7307,0.5285,23,7.4637,NA,"3.7319","1.2063","0.3232","0","0","0.0098","0.028","0.0299","0.4019"
"Mixture","UCE-5042","HKY+FO+I+G4","I+G4",-11869.7509,-9951.0149,"HKY{1,3.0545,1,1,3.0545,1}+FO{0.3016,0.171,0.202,0.3254}",24005.5018,24031.9439,24710.5544,"Mixture",1482,67,0.342780026990553,"40.69%",1112,"0.107;0.0619;0.0725;0.1097;0.649","0.181;0.225;0.1715;0.4226","0.0592;0.2055;0.5712;0.7613",4,100,0.8065,4.5601,0.6224,23,8.3024,NA,"3.9217","1.2169","0.3103","0","0","0.0109","0.0309","0.0325","0.4209"
"One_class","UCE-5042","HKY+F+I+G4","I+G4",-11871.2999,-9951.0149,"HKY{1,3.0132,1,1,3.0132,1}+F{0.3037,0.1781,0.2073,0.3109}",24008.5998,24035.042,24713.6525,"Mixture",1482,67,0.342780026990553,"40.69%",1112,"0.107;0.0619;0.0725;0.1097;0.649","0.181;0.225;0.1715;0.4226","0.0592;0.2055;0.5712;0.7613",4,100,0.8065,4.2786,0.5067,21,8.009,NA,"3.9241","1.1619","0.2961","0","0","0.0103","0.0309","0.0315","0.4139"
"Mixture","UCE-5054","K3Pu+FO+G4","G4",-9213.8854,-8929.8773,"K3Pu{1,3.1704,0.6847,0.6847,3.1704,1}+FO{0.2878,0.2042,0.2117,0.2964}",18697.7707,18726.3689,19407.6564,"Mixture",1420,66,0.465492957746479,"33.10%",879,"0.1203;0.0779;0.0736;0.1077;0.6205","0.2269;0.1955;0.1256;0.0754;0.3766","0.075;0.2392;0.5146;0.5964;0.7188",5,72,0.5625,3.8908,0.4695,18,10.8335,NA,"2.5923","1.0611","0.4093","0","0","0.0102","0.02","0.0238","0.1513"
"One_class","UCE-5054","TPM2u+F+G4","G4",-9216.8956,-8929.8773,"TPM2u{0.636,2.9671,0.636,1,2.9671,1}+F{0.3156,0.2063,0.1952,0.2829}",18703.7912,18732.3893,19413.6768,"Mixture",1420,66,0.465492957746479,"33.10%",879,"0.1203;0.0779;0.0736;0.1077;0.6205","0.2269;0.1955;0.1256;0.0754;0.3766","0.075;0.2392;0.5146;0.5964;0.7188",5,72,0.5625,3.9057,0.4715,18,10.7139,NA,"2.6038","1.0695","0.4107","0","0","0.0098","0.0199","0.024","0.157"
"Mixture","UCE-5062","HKY+FO+G4","G4",-8542.1587,-8669.2528,"HKY{1,3.8246,1,1,3.8246,1}+FO{0.2647,0.1825,0.201,0.3518}",17332.3174,17356.1086,17985.0571,"Mixture",1428,61,0.5,"28.29%",855,"0.1028;0.0766;0.0797;0.1421;0.5987","0.1573;0.1471;0.1157;0.1348;0.25;0.1681;0.0269","0.0898;0.2422;0.2806;0.5208;0.5208;0.7752;0.9904",7,102,0.8644,14.5147,9.8972,21,77.527,NA,"14.245","1.7955","0.126","0","0","0.0172","0.1188","0.0442","10"
"One_class","UCE-5062","HKY+F+G4","G4",-8543.5873,-8669.2528,"HKY{1,3.7909,1,1,3.7909,1}+F{0.2561,0.1918,0.1995,0.3525}",17335.1746,17358.9659,17987.9144,"Mixture",1428,61,0.5,"28.29%",855,"0.1028;0.0766;0.0797;0.1421;0.5987","0.1573;0.1471;0.1157;0.1348;0.25;0.1681;0.0269","0.0898;0.2422;0.2806;0.5208;0.5208;0.7752;0.9904",7,104,0.8814,14.5734,9.8973,22,77.355,NA,"14.2584","1.8048","0.1266","0","0","0.0173","0.1187","0.0442","10"
"Mixture","UCE-5035","TVM+FO+I+G4","I+G4",-12085.1634,-10691.5306,"TVM{0.8191,2.9937,0.7113,1.8236,2.9937,1}+FO{0.3019,0.194,0.1899,0.3142}",24522.3267,24565.9876,25469.2518,"Mixture",1604,85,0.443890274314214,"37.84%",1103,"0.1113;0.0619;0.0551;0.0997;0.672","0.0478;0.162;0.1021;0.0932;0.1797;0.1006;0.0814;0.1178;0.1153","0.0358;0.0749;0.1359;0.2054;0.3632;0.5101;0.5919;0.7008;0.7864",9,130,0.7831,7.6546,0.8889,32,17.7451,NA,"8.1759","2.9923","0.366","0","0","0.0235","0.0476","0.0637","0.3848"
"One_class","UCE-5035","TVM+F+I+G4","I+G4",-12094.7969,-10691.5306,"TVM{0.6367,2.6123,0.567,1.7245,2.6123,1}+F{0.3357,0.1912,0.1714,0.3018}",24541.5938,24585.2546,25488.5188,"Mixture",1604,85,0.443890274314214,"37.84%",1103,"0.1113;0.0619;0.0551;0.0997;0.672","0.0478;0.162;0.1021;0.0932;0.1797;0.1006;0.0814;0.1178;0.1153","0.0358;0.0749;0.1359;0.2054;0.3632;0.5101;0.5919;0.7008;0.7864",9,132,0.7952,7.6275,0.8825,31,17.3858,NA,"7.9894","2.9286","0.3666","0","0","0.024","0.0487","0.0657","0.3961"
"Mixture","UCE-5074","TPM2u+FO+I+G4","I+G4",-11240.854,-10054.2428,"TPM2u{0.7084,2.592,0.7084,1,2.592,1}+FO{0.3246,0.1897,0.2014,0.2843}",22673.7079,22686.4205,23187.6652,"Mixture",1562,46,0.37708066581306,"40.97%",1054,"0.1117;0.0552;0.0667;0.098;0.6684","0.0947;0.1264;0.0969;0.0722;0.1823;0.135;0.1563;0.1064;0.0298","0.0076;0.1335;0.2435;0.3636;0.5243;0.6892;0.8369;0.9821;1.1161",9,60,0.6818,3.8732,0.5396,12,6.2356,NA,"4.0401","2.0358","0.5039","0","0","0.0262","0.0448","0.0653","0.2819"
"One_class","UCE-5074","TIM2+F+I+G4","I+G4",-11242.2246,-10054.2428,"TIM2{0.7016,2.3443,0.7016,1,2.9599,1}+F{0.3333,0.1699,0.203,0.2938}",22678.4492,22691.4355,23197.7603,"Mixture",1562,46,0.37708066581306,"40.97%",1054,"0.1117;0.0552;0.0667;0.098;0.6684","0.0947;0.1264;0.0969;0.0722;0.1823;0.135;0.1563;0.1064;0.0298","0.0076;0.1335;0.2435;0.3636;0.5243;0.6892;0.8369;0.9821;1.1161",9,60,0.6818,3.8567,0.537,12,6.1837,NA,"4.0353","2.032","0.5036","0","0","0.0265","0.0449","0.0654","0.2849"
"Mixture","UCE-5068","HKY+FO+G4","G4",-9710.5197,-9048.5281,"HKY{1,3.3378,1,1,3.3378,1}+FO{0.2719,0.2129,0.1831,0.3321}",19633.0393,19650.1078,20191.6187,"Mixture",1436,52,0.414345403899721,"36.28%",940,"0.1007;0.0834;0.07;0.1225;0.6234","0.3131;0.2955;0.3914","0.1277;0.5397;0.8359",3,78,0.78,3.6186,0.468,17,7.4054,NA,"2.9074","0.9865","0.3393","0","6e-04","0.0118","0.0286","0.0407","0.259"
"One_class","UCE-5068","HKY+F+G4","G4",-9711.6731,-9048.5281,"HKY{1,3.3,1,1,3.3,1}+F{0.2671,0.2221,0.1873,0.3235}",19635.3463,19652.4148,20193.9257,"Mixture",1436,52,0.414345403899721,"36.28%",940,"0.1007;0.0834;0.07;0.1225;0.6234","0.3131;0.2955;0.3914","0.1277;0.5397;0.8359",3,80,0.8,3.6898,0.4827,16,7.4389,NA,"2.9131","0.9897","0.3397","0","0","0.0119","0.0285","0.0404","0.2602"
"Mixture","UCE-5055","TPM2+I+R2","I+R2",-12941.7361,-10794.9452,"TPM2{0.7972,2.5992,0.7972,1,2.5992,1}+I{0.25,0.25,0.25,0.25}",26167.4722,26195.1559,26931.9987,"Mixture",1610,73,0.388819875776398,"43.48%",1161,"0.0927;0.0661;0.0723;0.1016;0.6673","0.2644;0.0879;0.6477","0.0876;0.241;0.6016",3,102,0.75,7.0807,0.7531,23,17.2519,NA,"6.6245","2.5952","0.3918","0","0","0.0294","0.048","0.0763","0.2893"
"One_class","UCE-5055","TPM2+I+R2","I+R2",-12941.8743,-10794.9452,"TPM2{0.7982,2.6009,0.7982,1,2.6009,1}+I{0.25,0.25,0.25,0.25}",26167.7486,26195.4323,26932.2751,"Mixture",1610,73,0.388819875776398,"43.48%",1161,"0.0927;0.0661;0.0723;0.1016;0.6673","0.2644;0.0879;0.6477","0.0876;0.241;0.6016",3,100,0.7353,6.9458,0.7352,23,17.0436,NA,"6.6219","2.5056","0.3784","0","0","0.0293","0.048","0.0766","0.2894"
"Mixture","UCE-5080","MIX{TPM3u+FO,JC+FO}+R2","R2",-8035.2718,-7964.1452,"TPM3u{1.31571,5.47827}+FO{0.37086,0.171245,0.141559,0.316336};JC",16124.5437,16125.6409,16266.2533,"Mixture",1406,11,0.426031294452347,"33.78%",818,"0.2831;0.1407;0.1322;0.2352;0.2088","0.2994;0.0432;0.1702;0.101;0.0731;0.1064;0.1673;0.0394","0.0077;0.3139;0.4741;0.7277;0.8457;0.9823;1.2808;1.7222",8,4,0.2222,0.7748,0.2363,1,0.8384,NA,"2.2213","0.8013","0.3607","0","0.0498","0.0685","0.111","0.1369","0.433"
"One_class","UCE-5080","TPM3u+F+I+G4","I+G4",-8044.4315,-7964.1452,"TPM3u{1.4103,4.1332,1,1.4103,4.1332,1}+F{0.3578,0.1778,0.167,0.2973}",16140.8629,16141.881,16277.324,"Mixture",1406,11,0.426031294452347,"33.78%",818,"0.2831;0.1407;0.1322;0.2352;0.2088","0.2994;0.0432;0.1702;0.101;0.0731;0.1064;0.1673;0.0394","0.0077;0.3139;0.4741;0.7277;0.8457;0.9823;1.2808;1.7222",8,2,0.1111,0.7479,0.2331,0,0.7989,NA,"2.2209","0.8063","0.3631","0","0.0498","0.0688","0.1111","0.1394","0.4348"
"Mixture","UCE-5075","TPM3u+FO+I+R2","I+R2",-11531.04,-10461.2368,"TPM3u{1.6436,4.016,1,1.6436,4.016,1}+FO{0.305,0.1986,0.182,0.3144}",23332.08,23357.7763,24055.0915,"Mixture",1565,65,0.4,"40.00%",1114,"0.1071;0.0703;0.0602;0.103;0.6594","0.3641;0.6359","0.1414;0.6629",2,90,0.7143,3.8703,0.4478,22,5.2722,NA,"4.1387","1.7634","0.4261","0","1e-04","0.0153","0.031","0.0378","0.4284"
"One_class","UCE-5075","TPM3u+F+I+R2","I+R2",-11531.6716,-10461.2368,"TPM3u{1.512,3.867,1,1.512,3.867,1}+F{0.3122,0.2079,0.1793,0.3006}",23333.3433,23359.0396,24056.3548,"Mixture",1565,65,0.4,"40.00%",1114,"0.1071;0.0703;0.0602;0.103;0.6594","0.3641;0.6359","0.1414;0.6629",2,90,0.7143,3.7384,0.4414,23,5.5146,NA,"3.9714","1.7112","0.4309","0","0","0.0155","0.0323","0.0395","0.4308"
"Mixture","UCE-5086","TPM3u+FO+I+G4","I+G4",-7136.5864,-6586.8475,"TPM3u{1.6566,3.9243,1,1.6566,3.9243,1}+FO{0.3214,0.1631,0.1706,0.3449}",14325.1728,14326.247,14460.2671,"Mixture",1334,11,0.522488755622189,"28.79%",627,"0.2635;0.1342;0.1416;0.298;0.1627","0.3928;0.1023;0.1284;0.0455;0.0897;0.0934;0.0845;0.0411;0.0224","0.0021;0.3138;0.4557;0.6808;0.8449;1.0353;1.2858;1.5093;1.7787",9,6,0.3333,0.7316,0.2139,1,1.3796,NA,"1.6204","0.5018","0.3097","0","0.0273","0.0707","0.0808","0.1195","0.2327"
"One_class","UCE-5086","TPM3u+F+I+G4","I+G4",-7137.1677,-6586.8475,"TPM3u{1.7384,4.0077,1,1.7384,4.0077,1}+F{0.3147,0.1603,0.1691,0.3559}",14326.3354,14327.4096,14461.4297,"Mixture",1334,11,0.522488755622189,"28.79%",627,"0.2635;0.1342;0.1416;0.298;0.1627","0.3928;0.1023;0.1284;0.0455;0.0897;0.0934;0.0845;0.0411;0.0224","0.0021;0.3138;0.4557;0.6808;0.8449;1.0353;1.2858;1.5093;1.7787",9,6,0.3333,0.7348,0.2152,1,1.39,NA,"1.6153","0.5001","0.3096","0","0.0274","0.0708","0.081","0.1199","0.2337"
"Mixture","UCE-507","MIX{TPM2u+FO,JC+FO}+G","G4",-7909.1881,-7859.023,"TPM2u{0.602556,3.71924}+FO{0.362567,0.167849,0.138074,0.331509};JC",16006.3762,16020.189,16498.5244,"Mixture",1388,45,0.552593659942363,"27.23%",735,"0.1237;0.0685;0.057;0.1164;0.6344","0.0855;0.1607;0.0637;0.0645;0.3025;0.1644;0.1073;0.0514","0.0159;0.1416;0.1416;0.3148;0.5108;0.6726;0.8092;0.9705",8,68,0.7907,4.0532,0.5956,14,5.5183,NA,"4.2896","1.1784","0.2747","0","0","0.0261","0.0482","0.0692","0.2899"
"One_class","UCE-507","TPM2u+F+G4","G4",-7914.8521,-7859.023,"TPM2u{0.6331,2.6714,0.6331,1,2.6714,1}+F{0.336,0.189,0.1583,0.3167}",16015.7043,16029.2159,16502.6169,"Mixture",1388,45,0.552593659942363,"27.23%",735,"0.1237;0.0685;0.057;0.1164;0.6344","0.0855;0.1607;0.0637;0.0645;0.3025;0.1644;0.1073;0.0514","0.0159;0.1416;0.1416;0.3148;0.5108;0.6726;0.8092;0.9705",8,68,0.7907,4.0959,0.6075,14,6.3494,NA,"4.2447","1.2927","0.3045","0","0","0.024","0.0487","0.0721","0.2646"
"Mixture","UCE-5077","MIX{HKY+FO,K81+FO,JC+FO}+G","G4",-8731.298,-11207.3577,"HKY{4.11008}+FO{0.534996,0.11444,0.0544146,0.29615};K3P{4.80388,0.193234}+FQ;JC",17642.596,17651.6009,18142.5332,"Mixture",1910,42,0.605759162303665,"22.62%",881,"0.0999;0.0636;0.0514;0.0762;0.709","0.0684;0.2573;0.108;0.0515;0.0765;0.1625;0.1205;0.1149;0.0404","0.0018;0.1347;0.2901;0.3886;0.5264;0.5264;0.6751;0.8362;1.0347",9,52,0.65,2.5547,0.434,13,5.8701,NA,"2.2809","0.9087","0.3984","0","0","0.0178","0.0264","0.0321","0.1799"
"One_class","UCE-5077","HKY+F+G4","G4",-8761.2085,-11207.3577,"HKY{1,3.5236,1,1,3.5236,1}+F{0.3373,0.2205,0.1812,0.2611}",17694.417,17702.6254,18172.1348,"Mixture",1910,42,0.605759162303665,"22.62%",881,"0.0999;0.0636;0.0514;0.0762;0.709","0.0684;0.2573;0.108;0.0515;0.0765;0.1625;0.1205;0.1149;0.0404","0.0018;0.1347;0.2901;0.3886;0.5264;0.5264;0.6751;0.8362;1.0347",9,52,0.65,2.6224,0.4437,15,6.3319,NA,"2.1634","0.8468","0.3914","0","1e-04","0.0163","0.0278","0.0303","0.2086"
"Mixture","UCE-5076","TPM3u+FO+I+G4","I+G4",-11791.1506,-9605.1142,"TPM3u{1.4862,3.8636,1,1.4862,3.8636,1}+FO{0.3112,0.1637,0.1941,0.331}",23870.3011,23902.7235,24628.8248,"Mixture",1433,70,0.323796231681786,"42.57%",1104,"0.1071;0.0665;0.0655;0.1255;0.6354","0.2433;0.7567","0.103;0.622",2,80,0.5882,4.2919,0.6696,16,6.9252,NA,"5.7602","2.0124","0.3494","0","0.0049","0.0235","0.0422","0.0461","0.7321"
"One_class","UCE-5076","TPM3u+F+I+G4","I+G4",-11800.2858,-9605.1142,"TPM3u{1.3833,3.7366,1,1.3833,3.7366,1}+F{0.2926,0.1843,0.1815,0.3416}",23888.5716,23920.9939,24647.0952,"Mixture",1433,70,0.323796231681786,"42.57%",1104,"0.1071;0.0665;0.0655;0.1255;0.6354","0.2433;0.7567","0.103;0.622",2,86,0.6324,4.267,0.6602,19,6.806,NA,"5.8241","2.0053","0.3443","0","0.0045","0.0237","0.0417","0.0462","0.7242"
